feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,class
0.6402339268115312,0.9686219338999139,0.0038509014050458895,0.8731461332317564,0.6634940326754686,0.054571421672909265,0.6376217857696109,0.07848400560394228,0.722472274456497,0.04970911138500292,0.28714878354659507,1.0218559528745865,0.14975917251500104,0.8761514165052331,0.23203172157363589,-0.006471632049059622,0.5784626260533843,0.8243090092760802,1.0198400705619073,0.5650696057004203,0
0.7864549464149273,0.7014614022767962,0.8822355871108475,0.18309531903435922,0.1990732308106677,0.3686419096296651,0.3739271701926065,0.3189571158397486,0.17414514600585837,0.7909489186385373,0.9559547271145498,0.07863392654185838,0.30859714325369514,0.17396785633547002,0.8917012495025323,0.36857657552812517,0.36834119164039786,0.5287906705191768,0.13239219808160071,-0.050196949008912625,4
0.8337554676252997,0.311236788607114,0.4163614522011867,0.050280040196560905,0.565986642713882,0.5636249962706468,0.5125362869150764,0.7305577544799382,0.47828785651372724,0.8850814996164467,0.5318758661021573,0.81567466909889,0.4210302844240133,0.3330954117550033,0.19254421356569076,0.9045364967959041,0.6644677811300795,0.7352599369668145,0.8596909359706039,0.8907561717989857,0
0.7433483493370708,0.710358827636146,0.31561841505268873,0.1615105914590775,0.5162991800834015,0.02279951719759017,0.8852223800477628,0.08437394724304031,0.40522230088223826,0.4434351378686761,0.047568806745457576,0.15374495263151094,0.2321510477722652,0.5780374718405495,0.06082647323791757,0.37566857706964646,0.8501346799765874,0.8904640649070052,1.0461148322351332,0.741962042539768,1
0.8860405192471107,-0.0595359969696202,0.27782802056706285,0.3287355403188827,0.9411104613501569,0.6920088281925351,0.288268291747036,1.02238326355553,0.9627591309913547,0.5053562800601685,0.6288765437988222,0.060166322859826024,0.12255142009513527,0.22054655813633897,0.9771802166705212,0.5325114570628925,0.5399503764792489,0.26436125127784404,0.6275596144570409,0.11811800347693346,4
0.6471303174957773,0.8095642674627709,0.3261738710230456,0.2614300580669209,0.5556401056987215,0.5766815281515217,0.7963828932913835,0.5072466961761236,0.11757126359688724,0.36749206792569894,0.2827776881632317,0.10767263233138155,0.49200244326868914,0.6830393723898879,0.5485764163535771,0.7420453853065048,0.30866862104899,0.8108483309098997,0.0505447824977361,0.7777323288754937,2
0.2311226880380206,0.380455841435396,0.7796211888967776,0.475810346437487,0.5967630731936945,0.5300689264537082,0.5549209483632316,0.870556487489899,0.8626799483223888,0.0859125908785347,0.8046537810747982,0.7044991742672337,0.9027516712017546,0.7519512512332348,0.08212934793417813,0.851250809823815,0.6128265927038536,0.12195359466032407,0.8091556931034694,0.18669191561499363,1
0.3400784885645941,1.1226167173697774,0.0912442339387708,-0.0167766096431243,0.4022130314362401,0.8247866801561504,0.2707541903960559,0.18114996151074347,0.7927427244941543,0.7350611812901439,0.7133008741905773,0.8513118204184693,0.9063262334262199,0.32616021040677856,0.21544066104480392,0.1317983897497635,0.2605621559485999,0.1370787802937664,0.4490776513082224,0.9397185524140316,0
1.0111725725717475,-0.10941066022862761,0.911904401193786,0.3785888431956932,0.4607253190702634,0.15212317657528854,0.9396353751491888,0.37868706288486165,0.9825137154665593,0.26769886987048014,0.8548647408778771,0.6600547163345497,0.38056159833656655,0.33706585058763294,0.9557996251899614,0.45671302369844097,0.33022250684479,0.6695475245477671,0.9909127160790876,0.486856919232508,1
0.6346820530321919,0.511451633976972,0.8511425259317806,0.31140293246825945,0.305045557223264,0.861971288797804,0.3667049452400366,0.5616668322467131,0.15169105737270813,0.8360452053516179,0.5347568126876597,0.38201760176564353,0.2275689044245497,0.8226168566086346,0.7747447947277598,0.4856467002118406,0.6221896571118503,0.05866615124346985,0.021722956388631684,0.19583123222606308,2
0.02727566809400743,0.4966822271521865,0.8101156300715512,0.33695741133639834,-0.06568919821290299,0.7768888435998164,0.6103541067660049,0.20144232282577051,0.12813970432615968,0.6012327423396944,0.19329804168286505,0.6687831516048881,0.8391161048732932,0.5448370230505422,0.2291619537744895,0.40313968320337257,0.7174381057468283,0.12573830843545647,0.07436864438583808,0.3585923347453396,0
0.09475707830305952,0.9130482260692326,1.0315472113599318,0.016573146426771962,0.5249408225845276,0.725186501936843,0.5501743138853487,1.0255016656556415,0.4080645019529826,0.7443189461126722,0.16449547017647992,0.3692275882006952,0.4278171294751657,0.755159821017215,0.40327392111104055,0.10799595265504836,0.874055237953245,0.07518953754921673,0.37027988899748726,0.01964919794420089,3
-0.04405114681387561,0.6710405049369138,0.5769819967667633,0.927624437391495,0.9777593911417125,0.3740837493778575,0.8518653258403299,0.6842149191955295,0.5358141184140851,0.18339132695432037,0.3974781284735296,0.6085338891520334,0.8143658927673898,0.4315164870068922,0.7981597075619317,0.9586264989445927,0.45647304886723644,0.849686742939187,0.418545073118471,0.5505079735084866,4
0.8064940971719627,0.4566709104329829,0.5964591177001459,0.03979379223877216,0.4285385656757696,0.24003701414041542,0.44752785082361474,0.47043366167904177,0.350494478855761,0.6409963201863167,0.8370617931177345,0.12852147008759746,0.30130118587058174,0.25282429260455413,0.11943398546606304,0.2855912322177774,0.9514823748742041,0.7752093439587106,0.5450716552173356,0.7508899975671569,0
0.39390816074857615,0.9330553050702546,0.12070115291806643,0.8772446409166075,0.4132997629395072,0.7541462517893434,0.8017540605968791,0.07690888026192146,0.30222984396940106,0.49043629660671123,0.841222592091029,-0.07422004739026905,0.17885949830952547,0.37389988703580834,0.3388774426117774,-0.007894692227783384,0.6294320492286689,1.1270985017685058,0.4747918997921502,1.0935029548445891,4
0.42415693829482526,0.8247338819063937,0.7699892813574744,0.21684952669092367,0.5747089344602619,0.4228958340739678,0.7735406648310306,0.05957235030815762,0.4612515607323556,0.5487705287813407,0.659924741447838,0.7461901823919366,0.7445380746689698,0.8701363143362867,-0.016517909056852575,0.8032704573487597,0.16332287654420444,0.9123422454112766,0.7356679857311814,0.7421163405812934,2
0.6987993893483233,0.7038205868248458,0.8115432357883552,0.5091777536260341,0.08865027560971758,0.19658722195805484,0.13787170931836457,0.8888290624321776,0.6481497526781528,0.7657358078892001,0.925152891572063,0.8142836885082042,0.7118801939685037,0.7664985164050233,0.6154469637469233,0.4572615016469108,0.5286225185429775,0.653557129965622,0.6232088338593108,0.6954402455500798,1
0.1279784846231734,0.5231256599342456,0.5088340588915095,-0.02588553165291274,0.5152226452904805,0.7125233232011349,0.5086619761574295,0.7748194801586256,0.3434137998521079,0.8041763945062349,0.9610378735562943,0.6720060065662932,1.1363520006699621,0.6833876683772476,0.699727559231319,0.28836728128385036,0.07272710738499477,0.024715248504764226,0.5098651832924275,0.9399967662548874,3
0.313483046006667,0.2858132333207317,0.984816649057199,0.876756900652458,0.7939909150032626,0.9345741245497727,0.08133424320437341,0.199124363029104,0.6972947994680647,0.883404192950914,0.7870324308124818,0.4145395832590445,0.46000560352672204,0.9055077873982403,0.19106511894692363,0.3704347213181854,0.18602766594948827,0.13004639140158394,0.8484866176787085,0.8518109172609348,4
0.2651744232643949,0.6490011926218592,0.3501787590072101,0.587806123507652,0.6830580140423145,0.7404578823647562,0.9013980254731025,0.8319989337481766,0.26438761859239834,0.439736790930708,0.1531101372550895,0.8690140758814919,0.25527903364483534,0.11706281288229678,0.40708742817303023,-0.011096112991975007,0.3617645935937085,0.6106516686975728,0.06756557853412878,0.6429408236550045,3
0.13116737388006755,-0.04329387100073842,1.035455284171106,0.3203867209324516,0.6423939386000108,0.4057757899354858,0.28236804195475923,0.584376744392966,0.6216082305920427,0.002042991444590747,0.9237156059887817,0.23408825515767573,0.6174740092107597,0.35995352511622014,0.5277542355758847,0.21312823599233716,0.4546455390210706,0.5624163323865222,0.2472699016459215,0.7506801008369867,4
